9,9
0,0
4,4
5,5
9,9
1,1
1,1
3,3
8,8
9,9
0,5
1,1
3,3
9,9
0,9
3,1
9,9
9,9
7,7
1,1
6,6
1,1
2,9
7,7
9,9
8,8
1,1
1,1
8,8
2,8
9,9
8,8
8,8
9,9
8,8
1,1
9,9
9,9
1,1
1,1
1,1
7,7
0,9
5,5
9,9
5,9
1,1
1,1
5,5
1,1
8,9
9,0
5,5
9,9
0,0
1,0
8,8
5,5
4,9
1,1
1,1
9,9
0,0
0,0
9,9
0,0
1,1
4,4
0,0
9,0
3,3
1,0
1,1
9,9
9,5
8,8
4,9
1,1
4,0
9,9
7,7
1,1
0,0
5,5
0,0
6,9
9,9
9,9
7,7
6,1
8,8
5,4
1,1
1,1
5,5
1,1
9,9
9,9
0,0
0,0
9,4
8,8
8,8
2,2
4,4
5,5
8,8
5,5
5,5
4,4
1,1
9,9
2,5
5,5
8,8
9,9
8,8
4,0
8,8
9,9
1,1
5,5
5,5
9,9
1,1
1,1
6,2
9,4
4,4
9,9
1,1
1,1
8,8
1,1
9,9
1,1
4,4
9,9
0,0
2,8
5,5
0,0
1,1
9,4
4,4
4,4
9,9
9,9
9,5
1,1
1,1
5,5
9,9
1,1
5,5
0,0
1,1
5,5
5,5
3,3
0,0
8,8
0,0
1,1
1,1
1,1
1,1
1,1
9,9
0,0
5,5
9,9
5,5
0,0
4,4
1,1
1,1
0,0
8,0
5,5
9,4
1,1
4,9
9,9
4,4
1,1
9,9
4,9
9,0
3,3
1,1
9,9
1,1
9,9
5,5
7,7
9,9
7,7
9,9
9,9
9,5
0,0
9,9
0,0
0,5
1,5
8,8
1,1
5,5
4,1
4,4
5,5
0,8
0,0
9,9
0,0
8,8
1,1
1,1
9,9
8,8
1,1
9,9
4,4
4,9
3,3
8,9
5,5
4,8
1,1
9,9
1,1
9,4
9,9
1,1
6,6
5,5
9,9
2,8
1,1
2,2
0,0
9,9
9,9
1,1
1,1
5,5
0,0
9,9
7,7
9,9
1,1
1,1
1,1
9,9
0,0
9,9
3,4
1,1
1,1
4,9
1,1
1,1
1,1
4,5
5,5
9,9
2,2
7,7
9,8
5,5
4,4
9,9
1,1
7,7
0,8
5,5
8,8
9,9
5,5
0,0
4,4
4,4
6,6
3,0
9,9
0,0
1,1
5,9
1,1
3,3
9,9
2,8
8,8
1,1
9,9
1,1
0,0
8,8
9,5
0,1
5,5
9,9
5,5
1,1
1,1
1,1
7,7
6,1
1,3
9,9
9,9
1,1
4,9
1,1
8,8
5,5
9,9
9,9
7,7
9,9
8,1
9,9
9,9
0,2
5,5
9,9
0,0
1,1
5,9
5,5
1,1
9,9
4,4
1,1
6,0
7,7
1,1
9,9
4,4
8,8
8,9
5,5
8,8
0,0
4,5
5,5
4,4
9,9
9,9
5,5
3,3
1,8
8,8
1,1
4,9
9,4
1,1
1,1
1,1
4,0
9,9
0,0
5,9
4,9
2,8
4,8
1,1
1,1
3,1
9,9
5,5
1,1
5,5
1,1
4,4
1,1
9,9
8,8
8,8
1,1
9,9
1,1
1,1
1,1
9,9
4,4
4,4
9,9
6,8
9,9
9,9
0,0
1,1
5,5
1,1
2,2
8,8
2,2
1,1
1,1
9,9
6,0
9,9
8,8
7,7
8,8
9,9
8,8
4,0
5,5
6,6
1,1
9,9
1,1
1,1
9,9
1,1
4,4
5,5
4,9
9,9
3,0
9,9
4,8
0,0
9,9
5,5
4,4
8,8
9,9
4,0
1,1
9,9
9,9
1,1
1,1
9,9
9,9
5,5
1,1
0,0
0,0
1,1
0,0
9,9
8,8
8,8
0,9
4,9
9,9
9,9
1,1
9,9
8,8
0,0
1,1
0,0
1,1
9,9
1,1
8,8
8,8
9,9
8,9
4,4
1,1
2,8
7,7
8,8
9,9
8,8
2,2
9,9
3,5
9,9
5,5
0,0
6,8
6,4
6,1
0,1
1,1
1,0
9,9
4,4
9,9
8,8
9,9
0,0
1,1
5,5
4,4
1,1
8,8
1,1
3,3
0,0
0,0
1,1
9,9
0,0
9,5
4,4
9,9
0,0
2,2
1,1
5,5
8,8
9,9
1,1
1,1
9,9
4,4
0,0
1,1
9,9
6,6
5,5
,precision,recall,f1-score,support
0,0.7377049180327869,0.8181818181818182,0.7758620689655172,55.0
1,0.9296875,0.952,0.9407114624505929,125.0
2,0.7777777777777778,0.4666666666666667,0.5833333333333334,15.0
3,0.9,0.6,0.7200000000000001,15.0
4,0.7567567567567568,0.56,0.6436781609195402,50.0
5,0.8064516129032258,0.9090909090909091,0.8547008547008547,55.0
6,1.0,0.3333333333333333,0.5,15.0
7,1.0,1.0,1.0,15.0
8,0.7457627118644068,0.88,0.8073394495412843,50.0
9,0.8208955223880597,0.88,0.8494208494208494,125.0
accuracy,0.8307692307692308,0.8307692307692308,0.8307692307692308,0.8307692307692308
macro avg,0.8475036799723015,0.7399272727272728,0.7675046179331971,520.0
weighted avg,0.8347002444186788,0.8307692307692308,0.8231699621319654,520.0
